USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.1 166640  8064 ?        Ss   10:37   0:02 /sbin/init splash
disilso     5425  0.5  2.4 1185831756 145184 ?   SNl  11:00   1:28 /usr/share/code/code --type=renderer --crashpad-handler-pid=5367 --enable-crash-reporter=d091e438-5c80-487d-8985-fe7ca1ab6562,no_channel --user-data-dir=/home/disilso/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --first-renderer-process --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1699364262760191 --launch-time-ticks=1358752997 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,6421962614098244723,17514045756015546427,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:bce72a40-5615-4328-ab69-860070096d0f
disilso     5468  0.1  1.0 1177359160 62144 ?    SNl  11:00   0:16 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=5367 --enable-crash-reporter=d091e438-5c80-487d-8985-fe7ca1ab6562,no_channel --user-data-dir=/home/disilso/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,6421962614098244723,17514045756015546427,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
disilso     5559  0.0  0.1 398512  7296 ?        SNl  11:00   0:00 /usr/libexec/gvfsd-network --spawner :1.9 /org/gtk/gvfs/exec_spaw/1
disilso     5576  0.0  0.1 326652  6912 ?        SNl  11:00   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.9 /org/gtk/gvfs/exec_spaw/3
root        6266  0.0  0.0      0     0 ?        I    11:00   0:01 [kworker/0:0-events]
root        6388  0.0  0.0      0     0 ?        I<   11:00   0:00 [dio/nvme0n1p3]
disilso     7138  0.0  0.0   7972  3968 ?        SN   11:01   0:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
disilso     7652  0.0  0.0   3644  1792 ?        SN   11:55   0:00 bwrap --args 44 brave
disilso     7659  0.0  0.0   3644  1920 ?        SN   11:55   0:00 bwrap --args 43 xdg-dbus-proxy --args=47
disilso     7660  0.0  0.0 172840  5888 ?        SNl  11:55   0:01 xdg-dbus-proxy --args=47
disilso     7662  0.0  0.0   3644  1024 ?        SN   11:55   0:00 bwrap --args 44 brave
disilso     7663  1.5  4.8 34265952 290820 ?     SLl  11:55   3:00 /app/brave/brave --disable-features=WebAssemblyTrapHandler,DesktopPWAsRunOnOsLogin --no-default-browser-check
disilso     7670  0.0  0.1 305592 11392 ?        SNsl 11:55   0:00 /usr/libexec/flatpak-portal
disilso     7677  0.0  0.0   5776  1408 ?        S    11:55   0:00 cat
disilso     7678  0.0  0.0   5776  1408 ?        S    11:55   0:00 cat
disilso     7683  0.0  0.0 33592716 4352 ?       SNl  11:55   0:00 /app/brave/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/disilso/.var/app/com.brave.Browser/config/BraveSoftware/Brave-Browser/Crash Reports --metrics-dir=/home/disilso/.var/app/com.brave.Browser/config/BraveSoftware/Brave-Browser --url=https://cr.brave.com --annotation=channel=unknown --annotation=lsb-release=Freedesktop.org SDK 22.08 (Flatpak runtime) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=118.1.59.124 --initial-client-fd=10 --shared-client-connection
disilso     7687  0.0  0.0 33583480 4224 ?       SNl  11:55   0:00 /app/brave/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/disilso/.var/app/com.brave.Browser/config/BraveSoftware/Brave-Browser/Crash Reports --url=https://cr.brave.com --annotation=channel=unknown --annotation=lsb-release=Freedesktop.org SDK 22.08 (Flatpak runtime) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=118.1.59.124 --initial-client-fd=9 --shared-client-connection
disilso     7693  0.0  0.8 33941896 50048 ?      S    11:55   0:00 /app/brave/brave --type=zygote --no-zygote-sandbox --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --change-stack-guard-on-fork=enable
disilso     7695  0.0  0.0      0     0 ?        Z    11:55   0:00 [zypak-sandbox] <defunct>
disilso     7697  0.0  0.0   3644  1920 ?        SNs  11:55   0:00 bwrap --args 40 /app/bin/zypak-helper child - /app/brave/brave --type=zygote --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --change-stack-guard-on-fork=enable
disilso     7705  0.0  0.0   3644  1280 ?        SN   11:55   0:00 bwrap --args 40 /app/bin/zypak-helper child - /app/brave/brave --type=zygote --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --change-stack-guard-on-fork=enable
disilso     7706  0.0  0.8 33944268 53632 ?      SN   11:55   0:00 /app/brave/brave --type=zygote --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --change-stack-guard-on-fork=enable
disilso     7731  4.1  2.2 34285672 135528 ?     Sl   11:55   7:54 /app/brave/brave --type=gpu-process --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --change-stack-guard-on-fork=enable --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,9243545818188053936,15872723981936421596,262144 --disable-features=DesktopPWAsRunOnOsLogin,WebAssemblyTrapHandler
disilso     7736  0.5  1.7 33975120 106784 ?     Sl   11:55   1:03 /app/brave/brave --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,9243545818188053936,15872723981936421596,262144 --disable-features=DesktopPWAsRunOnOsLogin,WebAssemblyTrapHandler
disilso     7749  0.0  0.7 34003320 46156 ?      SNl  11:55   0:01 /app/brave/brave --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,9243545818188053936,15872723981936421596,262144 --disable-features=DesktopPWAsRunOnOsLogin,WebAssemblyTrapHandler
disilso     7771  0.0  2.4 1187004864 146248 ?   SNl  11:55   0:11 /app/brave/brave --type=renderer --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=2976713801840314370 --first-renderer-process --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1699364262760191 --launch-time-ticks=4665362050 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,9243545818188053936,15872723981936421596,262144 --disable-features=DesktopPWAsRunOnOsLogin,WebAssemblyTrapHandler
disilso     7815  0.0  1.6 1186991392 97424 ?    SNl  11:55   0:00 /app/brave/brave --type=renderer --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --extension-process --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=2976713801840314370 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1699364262760191 --launch-time-ticks=4665549434 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,9243545818188053936,15872723981936421596,262144 --disable-features=DesktopPWAsRunOnOsLogin,WebAssemblyTrapHandler
disilso     7832  0.0  1.9 1186984932 116012 ?   SNl  11:55   0:08 /app/brave/brave --type=renderer --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --extension-process --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=2976713801840314370 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1699364262760191 --launch-time-ticks=4665760355 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,9243545818188053936,15872723981936421596,262144 --disable-features=DesktopPWAsRunOnOsLogin,WebAssemblyTrapHandler
disilso     7930  0.0  0.0  10748  5736 ?        SN   11:55   0:00 p11-kit-remote --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
root        8080  0.0  0.0      0     0 ?        I<   11:55   0:00 [kworker/7:3H-kblockd]
disilso     8096  7.5  4.1 1193358316 247460 ?   SNl  11:55  14:32 /app/brave/brave --type=renderer --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=2976713801840314370 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=28 --time-ticks-at-unix-epoch=-1699364262760191 --launch-time-ticks=4686919834 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,9243545818188053936,15872723981936421596,262144 --disable-features=DesktopPWAsRunOnOsLogin,WebAssemblyTrapHandler
disilso     8121  0.1  1.1 34007060 71024 ?      Sl   11:55   0:11 /app/brave/brave --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,9243545818188053936,15872723981936421596,262144 --disable-features=DesktopPWAsRunOnOsLogin,WebAssemblyTrapHandler
disilso     8673  0.9  3.3 1187005740 202784 ?   SNl  12:05   1:47 /app/brave/brave --type=renderer --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=2976713801840314370 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=50 --time-ticks-at-unix-epoch=-1699364262760191 --launch-time-ticks=5293919437 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,9243545818188053936,15872723981936421596,262144 --disable-features=DesktopPWAsRunOnOsLogin,WebAssemblyTrapHandler
disilso     8837  0.6  3.9 1189144160 235948 ?   SNl  12:14   1:09 /app/brave/brave --type=renderer --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=2976713801840314370 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=56 --time-ticks-at-unix-epoch=-1699364262760191 --launch-time-ticks=5778051641 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,9243545818188053936,15872723981936421596,262144 --disable-features=DesktopPWAsRunOnOsLogin,WebAssemblyTrapHandler
disilso     9271  0.0  2.2 1186988424 135900 ?   SNl  12:20   0:02 /app/brave/brave --type=renderer --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=2976713801840314370 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=70 --time-ticks-at-unix-epoch=-1699364262760191 --launch-time-ticks=6138028036 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,9243545818188053936,15872723981936421596,262144 --disable-features=DesktopPWAsRunOnOsLogin,WebAssemblyTrapHandler
disilso     9338  0.0  0.6 857580 37908 ?        SNsl 12:21   0:01 /usr/bin/nautilus --gapplication-service
root        9527  0.0  0.0      0     0 ?        I<   12:25   0:00 [kworker/2:0H-ttm]
root        9573  0.0  0.0      0     0 ?        I<   12:25   0:00 [kworker/1:5H-ttm]
root        9574  0.0  0.0      0     0 ?        I<   12:25   0:00 [kworker/1:6H-kblockd]
root        9577  0.0  0.0      0     0 ?        I<   12:26   0:02 [kworker/u33:2-rtw_tx_wq]
disilso    10003  1.4  1.2 1488196 76732 ?       SNl  12:40   2:05 gnome-control-center bluetooth
disilso    10030  0.0  0.0  46988  5120 ?        SNs  12:40   0:00 /usr/lib/bluetooth/obexd
root       10090  0.0  0.0      0     0 ?        I<   12:41   0:00 [kworker/3:0H-kblockd]
root       10175  0.0  0.0      0     0 ?        I<   12:43   0:00 [kworker/5:1H-kblockd]
disilso    10261  0.0  1.0 1186942148 62176 ?    SNl  12:46   0:00 /app/brave/brave --type=renderer --crashpad-handler-pid=17 --enable-crash-reporter=c1d78122-1fad-4538-9df2-426263cf39b4,unknown --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=2976713801840314370 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=87 --time-ticks-at-unix-epoch=-1699364262760191 --launch-time-ticks=7741074140 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,9243545818188053936,15872723981936421596,262144 --disable-features=DesktopPWAsRunOnOsLogin,WebAssemblyTrapHandler
root       10279  0.0  0.0      0     0 ?        I<   12:46   0:00 [kworker/6:1H-kblockd]
root       10287  0.0  0.0      0     0 ?        I<   12:47   0:00 [kworker/2:1H-kblockd]
root       10406  0.0  0.0      0     0 ?        I<   12:52   0:00 [kworker/5:0H-kblockd]
root       10499  0.0  0.0      0     0 ?        I    12:57   0:00 [kworker/7:2-events]
disilso    10574  0.0  0.0  21332  5376 pts/1    SNs  13:02   0:00 bash
disilso    11185  2.3 36.7 3498840 2203492 ?     SNl  13:04   2:53 /usr/lib/virtualbox/VBoxHeadless --comment jenkins-docker-project_default_1699365651603_97567 --startvm 5f35b32b-b7ba-4be4-8859-5062c5f523d6 --vrde config
root       11557  0.0  0.0      0     0 ?        I    13:05   0:00 [kworker/6:2-pm]
root       11584  0.0  0.0      0     0 ?        I    13:17   0:00 [kworker/7:1-events]
root       11591  0.2  0.0      0     0 ?        I    13:20   0:17 [kworker/u32:0-flush-259:0]
root       11601  0.0  0.0      0     0 ?        I    13:31   0:01 [kworker/2:1-events]
root       11674  0.2  0.0      0     0 ?        I    13:59   0:12 [kworker/u32:1-events_unbound]
root       11687  0.3  0.0      0     0 ?        I    14:15   0:10 [kworker/u32:5-ext4-rsv-conversion]
root       11700  0.0  0.0      0     0 ?        I<   14:22   0:00 [kworker/0:1H]
root       11716  0.0  0.0      0     0 ?        I<   14:33   0:00 [kworker/7:0H-ttm]
root       11733  0.3  0.0      0     0 ?        I    14:34   0:07 [kworker/u32:4-events_power_efficient]
root       11736  0.0  0.0      0     0 ?        I    14:34   0:00 [kworker/4:0-events]
root       11741  0.3  0.0      0     0 ?        R    14:34   0:06 [kworker/u32:8+events_unbound]
root       11757  0.0  0.0      0     0 ?        I    14:42   0:00 [kworker/2:2-events]
root       11760  0.5  0.0      0     0 ?        I    14:46   0:06 [kworker/u32:2-flush-259:0]
root       11761  0.0  0.0      0     0 ?        I<   14:47   0:00 [kworker/u33:3-rtw_tx_wq]
root       11763  0.0  0.0      0     0 ?        I    14:48   0:00 [kworker/5:2-events]
root       11767  0.0  0.0      0     0 ?        I    14:51   0:00 [kworker/6:0-mm_percpu_wq]
root       11769  0.0  0.0      0     0 ?        I    14:53   0:00 [kworker/1:1-events]
root       11771  0.1  0.0      0     0 ?        I    14:54   0:01 [kworker/u32:3-ext4-rsv-conversion]
root       11772  0.0  0.0      0     0 ?        I    14:54   0:00 [kworker/4:1-events]
root       11775  0.0  0.0      0     0 ?        I    14:56   0:00 [kworker/0:1-events]
root       11777  0.0  0.0      0     0 ?        I<   14:59   0:00 [kworker/6:2H-kblockd]
root       11778  0.0  0.0      0     0 ?        I    14:59   0:00 [kworker/3:0-events]
root       11793  0.0  0.0      0     0 ?        I<   15:00   0:00 [kworker/3:2H-kblockd]
root       11813  0.0  0.0      0     0 ?        I<   15:00   0:00 [kworker/4:2H-ttm]
root       11814  0.0  0.0      0     0 ?        I<   15:00   0:00 [kworker/4:3H-kblockd]
root       11815  0.0  0.0      0     0 ?        I<   15:00   0:00 [kworker/0:0H-kblockd]
disilso    11871  0.0  0.0  19772  3456 pts/1    S+   15:02   0:00 bash /usr/bin/vagrant ssh
disilso    11872  0.0  0.0 710596  1920 pts/1    Sl+  15:02   0:00 /opt/vagrant/bin/vagrant ssh
disilso    11877  0.3  0.1  27040  8192 pts/1    S+   15:02   0:01 /usr/bin/ssh vagrant@127.0.0.1 -p 2222 -o LogLevel=FATAL -o Compression=yes -o DSAAuthentication=yes -o IdentitiesOnly=yes -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o PubkeyAcceptedKeyTypes=+ssh-rsa -o HostKeyAlgorithms=+ssh-rsa -i /home/disilso/alura/jenkins-docker-project/.vagrant/machines/default/virtualbox/private_key
root       12019  0.0  0.0      0     0 ?        I    15:04   0:00 [kworker/3:2-mm_percpu_wq]
root       12116  0.0  0.0      0     0 ?        I    15:06   0:00 [kworker/u32:6]
root       12129  0.0  0.0      0     0 ?        I<   15:07   0:00 [kworker/u33:0-rtw_tx_wq]
disilso    12131  0.7  1.2 1177367920 77604 ?    SNl  15:07   0:00 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=5367 --enable-crash-reporter=d091e438-5c80-487d-8985-fe7ca1ab6562,no_channel --user-data-dir=/home/disilso/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,6421962614098244723,17514045756015546427,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
disilso    12142  5.6  2.3 1177360072 138964 ?   SNl  15:07   0:03 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=5367 --enable-crash-reporter=d091e438-5c80-487d-8985-fe7ca1ab6562,no_channel --user-data-dir=/home/disilso/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,6421962614098244723,17514045756015546427,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
disilso    12164  1.7  1.4 1177313060 84516 ?    SNl  15:07   0:00 /usr/share/code/code --ms-enable-electron-run-as-node /home/disilso/.vscode/extensions/redhat.vscode-yaml-1.14.0/dist/languageserver.js --node-ipc --clientProcessId=12142
root       12173  0.0  0.0      0     0 ?        I<   15:07   0:00 [kworker/6:0H]
root       12174  0.0  0.0      0     0 ?        I<   15:07   0:00 [kworker/7:1H]
disilso    12180  0.7  1.1 1177280248 67028 ?    SNl  15:07   0:00 /usr/share/code/code --ms-enable-electron-run-as-node /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=12142
root       12181  0.0  0.0      0     0 ?        I<   15:07   0:00 [kworker/5:2H-kblockd]
root       12182  0.0  0.0      0     0 ?        I<   15:07   0:00 [kworker/3:1H]
disilso    12201  0.0  0.0  22504  3328 pts/0    R+   15:08   0:00 ps aux
